TANGGAL;TAVG;RH_AVG;RR
03-04-2025;27,6;76;0
04-04-2025;28,4;77;8888
05-04-2025;27,6;79;5
06-04-2025;27,7;78;0,8
07-04-2025;26,5;84;1
08-04-2025;27,2;79;9,3
09-04-2025;27,9;81;0,3
10-04-2025;27,7;79;10,1
11-04-2025;27,3;83;52,2
12-04-2025;27,7;77;17,5
13-04-2025;27,6;79;1
14-04-2025;27,2;81;48
15-04-2025;28;78;8888
16-04-2025;27,7;76;47,4
17-04-2025;26;84;29
18-04-2025;28;72;6,2
19-04-2025;27,6;73;0
20-04-2025;27,8;80;7,8
21-04-2025;28;77;12
22-04-2025;27,8;75;16,9
23-04-2025;27,2;78;25,7
24-04-2025;27,4;80;6,2
25-04-2025;27,8;70;0
26-04-2025;27,7;72;0
27-04-2025;28,2;78;0
28-04-2025;28,2;78;8888
29-04-2025;27,4;81;16
30-04-2025;27,9;82;24,1
01-05-2025;27,5;83;38,2
02-05-2025;28,1;78;0
03-05-2025;28,2;78;0
04-05-2025;28,2;79;3
05-05-2025;28,7;75;0
06-05-2025;28,6;77;0
07-05-2025;28,6;76;0
08-05-2025;29,1;77;0
09-05-2025;28,4;77;2,5
10-05-2025;27,5;81;0
11-05-2025;24,4;93;93,5
12-05-2025;27,4;77;47,3
13-05-2025;29,2;74;0
14-05-2025;29,4;71;0
15-05-2025;29,2;69;8888
16-05-2025;26,3;79;17,5
17-05-2025;28,4;71;5,5
18-05-2025;28,8;69;0
19-05-2025;28,6;70;0
20-05-2025;28,5;75;0
21-05-2025;28,8;75;0
22-05-2025;27,9;75;0
23-05-2025;28;76;44,3
24-05-2025;28,7;74;0
25-05-2025;28,5;71;0
26-05-2025;28,6;67;0
27-05-2025;29,2;69;0
28-05-2025;28;68;0
29-05-2025;28,9;70;0
30-05-2025;28,6;68;0
31-05-2025;28,2;71;0
01-06-2025;29,6;62;0
02-06-2025;29;70;0
03-06-2025;29;67;8888
04-06-2025;28,8;70;0
05-06-2025;27,8;79;7,9
06-06-2025;28,2;69;5,5
07-06-2025;27,1;80;12
08-06-2025;28,2;73;3
09-06-2025;27,7;79;9,5
10-06-2025;24,3;89;81,6
11-06-2025;26,6;75;46,9
12-06-2025;27,3;71;0
13-06-2025;27,8;78;0
14-06-2025;28,1;76;0
15-06-2025;28,3;77;0
16-06-2025;27,3;82;8888
17-06-2025;25,1;92;128,5
18-06-2025;26,3;70;120
19-06-2025;27,5;68;0
20-06-2025;28,3;67;0
